customer_id,first_name,last_name,city,signup_date,segment
213,Name213,Surname213,Delhi,2023-01-21,Corporate
214,Name214,Surname214,Pune,2022-12-10,Consumer
215,Name215,Surname215,Bangalore,2023-08-07,Consumer
216,Name216,Surname216,Kolkata,2023-01-30,Corporate
217,Name217,Surname217,Pune,2022-03-05,Consumer
218,Name218,Surname218,Hyderabad,2023-12-18,Consumer
219,Name219,Surname219,Kolkata,2023-12-22,Consumer
220,Name220,Surname220,Kolkata,2022-03-13,Consumer
221,Name221,Surname221,Kolkata,2024-02-28,Consumer
222,Name222,Surname222,Mumbai,2022-10-01,Corporate
223,Name223,Surname223,Hyderabad,2022-11-16,Consumer
224,Name224,Surname224,Kolkata,2022-12-04,Corporate
225,Name225,Surname225,Bangalore,2023-01-01,Consumer
226,Name226,Surname226,Chennai,2023-05-10,SmallBusiness
227,Name227,Surname227,Kolkata,2023-08-30,SmallBusiness
228,Name228,Surname228,Mumbai,2022-06-15,SmallBusiness
229,Name229,Surname229,Pune,2023-06-28,SmallBusiness
230,Name230,Surname230,Hyderabad,2022-01-11,Corporate
231,Name231,Surname231,Mumbai,2022-10-28,Corporate
232,Name232,Surname232,Kolkata,2023-12-30,Consumer
233,Name233,Surname233,Hyderabad,2024-03-11,SmallBusiness
234,Name234,Surname234,Chennai,2022-04-12,Corporate
235,Name235,Surname235,Kolkata,2023-03-01,Consumer
236,Name236,Surname236,Mumbai,2023-01-27,Consumer
237,Name237,Surname237,Delhi,2024-02-18,Corporate
238,Name238,Surname238,Bangalore,2022-08-02,SmallBusiness
239,Name239,Surname239,Pune,2023-11-22,Consumer
240,Name240,Surname240,Mumbai,2022-03-29,SmallBusiness
241,Name241,Surname241,Hyderabad,2023-07-07,SmallBusiness
242,Name242,Surname242,Kolkata,2023-02-05,SmallBusiness
243,Name243,Surname243,Bangalore,2023-08-11,Consumer
244,Name244,Surname244,Kolkata,2024-06-07,SmallBusiness
245,Name245,Surname245,Hyderabad,2022-02-15,Consumer
246,Name246,Surname246,Kolkata,2023-11-03,SmallBusiness
247,Name247,Surname247,Delhi,2023-04-08,Consumer
248,Name248,Surname248,Bangalore,2023-08-15,SmallBusiness
249,Name249,Surname249,Bangalore,2022-11-06,Corporate
250,Name250,Surname250,Hyderabad,2022-03-27,SmallBusiness
251,Name251,Surname251,Pune,2022-04-02,SmallBusiness
252,Name252,Surname252,Delhi,2023-10-22,Consumer
253,Name253,Surname253,Mumbai,2023-11-04,Consumer
254,Name254,Surname254,Kolkata,2023-12-15,SmallBusiness
255,Name255,Surname255,Chennai,2022-08-30,Corporate
256,Name256,Surname256,Kolkata,2024-05-14,Corporate
257,Name257,Surname257,Kolkata,2022-01-02,Consumer
258,Name258,Surname258,Mumbai,2022-08-13,Corporate
259,Name259,Surname259,Kolkata,2024-03-11,SmallBusiness
260,Name260,Surname260,Delhi,2024-01-15,Consumer
261,Name261,Surname261,Delhi,2023-08-12,SmallBusiness
262,Name262,Surname262,Bangalore,2022-04-26,Consumer
263,Name263,Surname263,Hyderabad,2023-10-28,Consumer
264,Name264,Surname264,Pune,2022-04-13,Consumer
265,Name265,Surname265,Chennai,2022-07-13,Consumer
266,Name266,Surname266,Kolkata,2022-06-15,Corporate
267,Name267,Surname267,Kolkata,2024-05-20,SmallBusiness
268,Name268,Surname268,Mumbai,2022-03-31,SmallBusiness
269,Name269,Surname269,Hyderabad,2023-11-17,SmallBusiness
270,Name270,Surname270,Delhi,2022-05-02,Consumer
271,Name271,Surname271,Chennai,2022-05-23,Corporate
272,Name272,Surname272,Bangalore,2022-04-16,SmallBusiness
273,Name273,Surname273,Delhi,2024-06-05,Corporate
274,Name274,Surname274,Hyderabad,2023-03-04,Consumer
275,Name275,Surname275,Pune,2022-11-01,SmallBusiness
276,Name276,Surname276,Bangalore,2024-05-21,Corporate
277,Name277,Surname277,Pune,2022-11-13,Consumer
278,Name278,Surname278,Mumbai,2023-09-27,Corporate
279,Name279,Surname279,Mumbai,2022-01-09,SmallBusiness
280,Name280,Surname280,Kolkata,2024-02-13,SmallBusiness
281,Name281,Surname281,Pune,2022-03-14,Consumer
282,Name282,Surname282,Hyderabad,2022-12-25,Consumer
283,Name283,Surname283,Chennai,2022-08-11,Consumer
284,Name284,Surname284,Bangalore,2023-02-20,Corporate
285,Name285,Surname285,Delhi,2023-07-07,Corporate
286,Name286,Surname286,Hyderabad,2023-01-05,Corporate
287,Name287,Surname287,Hyderabad,2023-12-17,Consumer
288,Name288,Surname288,Mumbai,2022-09-21,SmallBusiness
289,Name289,Surname289,Pune,2024-04-19,SmallBusiness
290,Name290,Surname290,Kolkata,2023-11-21,Corporate
291,Name291,Surname291,Kolkata,2024-05-09,Corporate
292,Name292,Surname292,Bangalore,2022-11-14,SmallBusiness
293,Name293,Surname293,Mumbai,2022-03-25,SmallBusiness
294,Name294,Surname294,Hyderabad,2022-11-14,Corporate
295,Name295,Surname295,Chennai,2022-04-21,Corporate
296,Name296,Surname296,Mumbai,2022-09-08,SmallBusiness
297,Name297,Surname297,Bangalore,2023-01-18,Consumer
298,Name298,Surname298,Bangalore,2022-01-07,Corporate
299,Name299,Surname299,Mumbai,2023-04-04,SmallBusiness
300,Name300,Surname300,Bangalore,2022-03-25,SmallBusiness
301,Name301,Surname301,Mumbai,2022-07-27,SmallBusiness
302,Name302,Surname302,Delhi,2024-06-18,SmallBusiness
303,Name303,Surname303,Mumbai,2023-01-25,Consumer
304,Name304,Surname304,Pune,2022-11-10,SmallBusiness
305,Name305,Surname305,Mumbai,2022-01-22,Corporate
306,Name306,Surname306,Bangalore,2023-02-14,Consumer
307,Name307,Surname307,Pune,2024-06-13,SmallBusiness
308,Name308,Surname308,Bangalore,2023-05-30,Consumer
309,Name309,Surname309,Kolkata,2022-05-07,Corporate
310,Name310,Surname310,Kolkata,2024-03-19,SmallBusiness
311,Name311,Surname311,Pune,2023-12-01,Corporate
312,Name312,Surname312,Delhi,2024-05-23,SmallBusiness
313,Name313,Surname313,Kolkata,2022-01-14,SmallBusiness
314,Name314,Surname314,Mumbai,2022-01-12,SmallBusiness
315,Name315,Surname315,Bangalore,2022-03-28,SmallBusiness
316,Name316,Surname316,Kolkata,2023-06-08,SmallBusiness
317,Name317,Surname317,Kolkata,2023-06-21,Consumer
318,Name318,Surname318,Delhi,2022-10-28,SmallBusiness
319,Name319,Surname319,Pune,2022-08-31,SmallBusiness
320,Name320,Surname320,Pune,2022-05-02,Consumer
321,Name321,Surname321,Hyderabad,2022-05-27,Consumer
322,Name322,Surname322,Delhi,2023-07-21,Consumer
323,Name323,Surname323,Mumbai,2024-01-20,Consumer
324,Name324,Surname324,Pune,2022-12-22,Consumer
325,Name325,Surname325,Bangalore,2023-11-16,Consumer
326,Name326,Surname326,Delhi,2024-01-03,SmallBusiness
327,Name327,Surname327,Kolkata,2023-09-23,SmallBusiness
328,Name328,Surname328,Bangalore,2022-11-05,Corporate
329,Name329,Surname329,Bangalore,2023-11-26,SmallBusiness
330,Name330,Surname330,Kolkata,2022-10-15,SmallBusiness
331,Name331,Surname331,Delhi,2022-11-03,Consumer
332,Name332,Surname332,Kolkata,2024-03-22,Consumer
333,Name333,Surname333,Hyderabad,2023-08-17,SmallBusiness
334,Name334,Surname334,Bangalore,2023-12-24,Corporate
335,Name335,Surname335,Chennai,2023-10-24,Consumer
336,Name336,Surname336,Chennai,2023-07-03,SmallBusiness
337,Name337,Surname337,Mumbai,2022-12-18,SmallBusiness
338,Name338,Surname338,Pune,2022-11-08,Corporate
339,Name339,Surname339,Kolkata,2024-05-22,Corporate
340,Name340,Surname340,Kolkata,2022-02-28,Consumer
341,Name341,Surname341,Mumbai,2023-10-05,Corporate
342,Name342,Surname342,Mumbai,2023-12-15,SmallBusiness
343,Name343,Surname343,Mumbai,2024-01-25,SmallBusiness
344,Name344,Surname344,Bangalore,2022-02-04,Corporate
345,Name345,Surname345,Hyderabad,2023-03-21,Corporate
346,Name346,Surname346,Kolkata,2022-04-03,Corporate
347,Name347,Surname347,Bangalore,2022-07-26,Corporate
348,Name348,Surname348,Mumbai,2022-12-19,Consumer
349,Name349,Surname349,Kolkata,2022-11-28,Corporate
350,Name350,Surname350,Bangalore,2024-03-27,Consumer
351,Name351,Surname351,Hyderabad,2024-05-11,SmallBusiness
352,Name352,Surname352,Bangalore,2023-12-26,Corporate
353,Name353,Surname353,Hyderabad,2022-06-08,Consumer
354,Name354,Surname354,Mumbai,2022-01-24,Corporate
355,Name355,Surname355,Hyderabad,2023-02-08,SmallBusiness
356,Name356,Surname356,Kolkata,2024-03-15,SmallBusiness
357,Name357,Surname357,Mumbai,2023-05-31,SmallBusiness
358,Name358,Surname358,Kolkata,2024-01-02,Corporate
359,Name359,Surname359,Chennai,2022-12-30,Corporate
360,Name360,Surname360,Delhi,2023-01-17,Consumer
361,Name361,Surname361,Hyderabad,2023-06-16,SmallBusiness
362,Name362,Surname362,Delhi,2022-06-01,Corporate
363,Name363,Surname363,Delhi,2023-07-16,SmallBusiness
364,Name364,Surname364,Hyderabad,2023-11-20,SmallBusiness
365,Name365,Surname365,Mumbai,2023-08-31,Consumer
366,Name366,Surname366,Chennai,2023-09-09,Consumer
367,Name367,Surname367,Kolkata,2023-02-24,Consumer
368,Name368,Surname368,Bangalore,2022-09-07,Consumer
369,Name369,Surname369,Kolkata,2022-04-27,SmallBusiness
370,Name370,Surname370,Bangalore,2024-05-15,Consumer
371,Name371,Surname371,Kolkata,2023-05-27,Consumer
372,Name372,Surname372,Hyderabad,2024-01-10,Consumer
373,Name373,Surname373,Chennai,2023-08-01,Consumer
374,Name374,Surname374,Bangalore,2022-12-01,SmallBusiness
375,Name375,Surname375,Pune,2023-02-22,Consumer
376,Name376,Surname376,Mumbai,2024-02-13,SmallBusiness
377,Name377,Surname377,Kolkata,2022-10-22,Corporate
378,Name378,Surname378,Kolkata,2024-01-25,SmallBusiness
379,Name379,Surname379,Bangalore,2023-01-06,SmallBusiness
380,Name380,Surname380,Mumbai,2022-07-05,Consumer
381,Name381,Surname381,Mumbai,2022-09-03,Corporate
382,Name382,Surname382,Hyderabad,2023-09-29,Corporate
383,Name383,Surname383,Pune,2022-09-25,Corporate
384,Name384,Surname384,Hyderabad,2023-10-05,Corporate
385,Name385,Surname385,Hyderabad,2022-08-25,SmallBusiness
386,Name386,Surname386,Hyderabad,2023-06-14,Corporate
387,Name387,Surname387,Hyderabad,2023-07-06,SmallBusiness
388,Name388,Surname388,Hyderabad,2022-01-21,SmallBusiness
389,Name389,Surname389,Chennai,2024-01-07,SmallBusiness
390,Name390,Surname390,Mumbai,2024-05-16,Corporate
391,Name391,Surname391,Hyderabad,2024-03-04,Consumer
392,Name392,Surname392,Mumbai,2023-06-04,Consumer
393,Name393,Surname393,Mumbai,2022-04-10,Corporate
394,Name394,Surname394,Delhi,2024-01-22,Consumer
395,Name395,Surname395,Chennai,2023-04-23,Consumer
396,Name396,Surname396,Hyderabad,2023-08-22,SmallBusiness
397,Name397,Surname397,Kolkata,2022-10-25,SmallBusiness
398,Name398,Surname398,Bangalore,2023-06-10,Corporate
399,Name399,Surname399,Pune,2022-11-30,Corporate
400,Name400,Surname400,Kolkata,2022-01-02,Consumer
401,Name401,Surname401,Chennai,2023-01-10,SmallBusiness
402,Name402,Surname402,Bangalore,2022-10-20,Corporate
403,Name403,Surname403,Chennai,2024-04-16,Corporate
404,Name404,Surname404,Mumbai,2023-07-07,Corporate
405,Name405,Surname405,Bangalore,2022-11-14,Corporate
406,Name406,Surname406,Mumbai,2023-05-17,Corporate
407,Name407,Surname407,Kolkata,2024-04-07,Corporate
408,Name408,Surname408,Kolkata,2023-01-16,Consumer
409,Name409,Surname409,Bangalore,2023-09-15,SmallBusiness
410,Name410,Surname410,Bangalore,2022-01-14,SmallBusiness
411,Name411,Surname411,Hyderabad,2023-05-19,Corporate
412,Name412,Surname412,Chennai,2022-08-19,SmallBusiness
413,Name413,Surname413,Hyderabad,2022-03-25,SmallBusiness
414,Name414,Surname414,Chennai,2022-05-10,SmallBusiness
415,Name415,Surname415,Hyderabad,2024-01-13,Corporate
416,Name416,Surname416,Mumbai,2024-04-17,Corporate
417,Name417,Surname417,Bangalore,2022-05-25,SmallBusiness
418,Name418,Surname418,Kolkata,2024-06-09,SmallBusiness
419,Name419,Surname419,Chennai,2024-05-06,Corporate
420,Name420,Surname420,Chennai,2022-01-28,Consumer
421,Name421,Surname421,Kolkata,2022-03-07,SmallBusiness
422,Name422,Surname422,Hyderabad,2022-06-12,Consumer
423,Name423,Surname423,Chennai,2022-08-17,SmallBusiness
424,Name424,Surname424,Pune,2022-09-18,Consumer
425,Name425,Surname425,Mumbai,2023-03-25,Consumer
426,Name426,Surname426,Bangalore,2023-02-28,Consumer
427,Name427,Surname427,Kolkata,2023-04-05,Corporate
428,Name428,Surname428,Bangalore,2023-11-07,Consumer
429,Name429,Surname429,Pune,2022-10-28,Consumer
430,Name430,Surname430,Chennai,2022-10-30,Consumer
431,Name431,Surname431,Chennai,2022-10-14,SmallBusiness
432,Name432,Surname432,Pune,2023-01-30,Consumer
433,Name433,Surname433,Kolkata,2022-01-10,SmallBusiness
434,Name434,Surname434,Mumbai,2023-12-08,Consumer
435,Name435,Surname435,Delhi,2023-09-22,Consumer
436,Name436,Surname436,Kolkata,2022-09-27,Corporate
437,Name437,Surname437,Delhi,2023-08-15,SmallBusiness
438,Name438,Surname438,Pune,2023-08-28,Consumer
439,Name439,Surname439,Hyderabad,2024-02-17,SmallBusiness
440,Name440,Surname440,Delhi,2024-04-23,SmallBusiness
441,Name441,Surname441,Mumbai,2024-05-11,Corporate
442,Name442,Surname442,Hyderabad,2022-12-27,Corporate
443,Name443,Surname443,Delhi,2022-09-14,Corporate
444,Name444,Surname444,Pune,2022-05-13,Corporate
445,Name445,Surname445,Hyderabad,2022-10-03,Corporate
446,Name446,Surname446,Pune,2024-02-15,Corporate
447,Name447,Surname447,Delhi,2023-11-14,Corporate
448,Name448,Surname448,Pune,2023-05-28,Corporate
449,Name449,Surname449,Mumbai,2022-11-09,Consumer
450,Name450,Surname450,Delhi,2023-07-30,SmallBusiness
451,Name451,Surname451,Delhi,2024-06-04,Corporate
452,Name452,Surname452,Delhi,2022-10-11,Corporate
453,Name453,Surname453,Kolkata,2022-05-01,SmallBusiness
454,Name454,Surname454,Kolkata,2022-04-17,Consumer
455,Name455,Surname455,Kolkata,2023-11-18,SmallBusiness
456,Name456,Surname456,Mumbai,2022-07-23,SmallBusiness
457,Name457,Surname457,Hyderabad,2022-06-14,Corporate
458,Name458,Surname458,Pune,2022-11-01,SmallBusiness
459,Name459,Surname459,Chennai,2023-05-12,SmallBusiness
460,Name460,Surname460,Delhi,2023-09-24,Corporate
461,Name461,Surname461,Pune,2023-07-10,Corporate
462,Name462,Surname462,Delhi,2024-04-03,Corporate
463,Name463,Surname463,Mumbai,2022-06-05,Corporate
464,Name464,Surname464,Delhi,2023-01-02,SmallBusiness
465,Name465,Surname465,Kolkata,2023-12-20,SmallBusiness
466,Name466,Surname466,Chennai,2023-09-12,Consumer
467,Name467,Surname467,Bangalore,2022-09-08,Consumer
468,Name468,Surname468,Delhi,2024-05-31,SmallBusiness
469,Name469,Surname469,Pune,2022-11-30,Consumer
470,Name470,Surname470,Kolkata,2023-10-04,SmallBusiness
